level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L2_3C24L,60,110,308.404,24,24,277.90840005874634,7,0,15,15.305334253553411,110.0,153.05334253553414
L2_3C24L,61,101,285.816,24,24,306.4513912200928,1,0,10,16.82869829286406,90.0,168.28698292864058
L2_3C24L,62,102,315.582,24,24,265.32655811309814,9,0,12,23.911467280616563,120.0,239.1146728061656
L2_3C24L,63,103,354.489,24,24,246.31361770629883,8,0,14,30.621251976888544,170.0,306.21251976888544
L2_3C24L,64,104,317.465,24,24,286.08313369750977,7,0,20,14.722866842106136,90.0,147.22866842106137
L2_3C24L,65,105,304.94,24,24,280.47204399108887,7,0,13,11.759854283724389,110.0,117.5985428372439
L2_3C24L,66,106,280.219,24,24,258.7890338897705,12,0,8,25.70322647168473,120.0,257.03226471684735
L2_3C24L,67,107,424.199,24,24,247.75936841964722,12,0,34,20.80209198790025,140.0,208.02091987900255
L2_3C24L,68,108,425.67,24,24,268.63092136383057,4,0,21,31.230207726972015,140.0,312.30207726972014
L2_3C24L,69,109,282.684,24,24,258.56283497810364,9,0,5,26.45719222838235,140.0,264.5719222838235
L2_3C24L,70,110,317.836,24,24,271.5954203605652,7,0,13,14.681911142727897,130.0,146.81911142727898
L2_3C24L,71,101,284.905,24,24,289.47975397109985,5,0,10,15.067489501759132,100.0,150.67489501759133
L2_3C24L,72,102,272.824,24,24,263.3811674118042,11,0,8,25.39610206092316,120.0,253.96102060923158
L2_3C24L,73,103,347.046,24,24,264.9582028388977,10,0,27,18.472622230284824,110.0,184.72622230284827
L2_3C24L,74,104,317.018,24,24,279.75525188446045,8,0,14,17.48248536247278,100.0,174.8248536247278
L2_3C24L,75,105,255.952,24,24,298.2713108062744,2,0,4,10.762297673629966,110.0,107.62297673629968
L2_3C24L,76,106,275.382,24,24,241.15000343322754,15,0,3,31.166637874911157,140.0,311.6663787491116
L2_3C24L,77,107,317.582,24,24,270.36722898483276,7,0,17,13.775881007347635,130.0,137.75881007347635
L2_3C24L,78,108,257.659,24,24,271.11252069473267,9,0,3,12.958257711815431,120.0,129.58257711815435
L2_3C24L,79,109,305.696,24,24,250.87066435813904,12,0,12,20.431120279118137,140.0,204.3112027911813
L2_3C24L,80,110,343.626,24,24,285.7752380371094,3,0,19,15.749198958776308,120.0,157.49198958776304
L2_3C24L,81,101,284.582,24,24,294.28009128570557,2,0,3,15.733022396869673,110.0,157.33022396869674
L2_3C24L,82,102,321.313,24,24,245.2593493461609,14,0,14,19.13550656982251,140.0,191.35506569822505
L2_3C24L,83,103,341.694,24,24,280.2445697784424,3,0,23,20.851423595813074,130.0,208.5142359581307
L2_3C24L,84,104,379.752,24,24,272.93982791900635,9,0,20,20.200557390705658,100.0,202.0055739070566
L2_3C24L,85,105,269.985,24,24,287.368275642395,4,0,2,12.105706925399192,120.0,121.05706925399193
L2_3C24L,86,106,313.964,24,24,262.9240870475769,4,0,7,33.58638430803566,160.0,335.8638430803567
L2_3C24L,87,107,329.286,24,24,246.5200080871582,14,0,22,9.93330214352076,140.0,99.33302143520757
L2_3C24L,88,108,331.148,24,24,283.8290228843689,3,0,13,23.903259110220013,120.0,239.0325911022002
L2_3C24L,89,109,368.665,24,24,269.34297704696655,5,0,25,18.856714786977495,140.0,188.56714786977497
L2_3C24L,90,110,266.624,24,24,256.8656253814697,8,0,4,20.447898149569582,160.0,204.47898149569585
L3_4C36L,1,101,403.863,36,36,375.326180934906,6,0,33,28.91271809294213,170.0,289.12718092942134
L3_4C36L,2,102,320.129,36,36,383.9375877380371,9,0,17,25.208035882072057,140.0,252.0803588207206
L3_4C36L,3,103,436.675,36,36,361.564905166626,8,0,35,21.450332432931532,190.0,214.50332432931535
L3_4C36L,4,104,298.412,36,36,367.58886194229126,19,0,13,19.703787260783542,110.0,197.03787260783542
L3_4C36L,5,105,382.467,36,36,391.1559863090515,4,0,22,22.81337416103051,150.0,228.13374161030507
L3_4C36L,6,106,334.073,36,36,368.83750915527344,13,0,37,23.87497550960031,140.0,238.74975509600318
L3_4C36L,7,107,437.017,36,36,361.11318159103394,15,0,41,19.62273776099224,140.0,196.2273776099224
L3_4C36L,8,108,351.557,36,36,390.8010239601135,7,0,23,13.996578565661736,140.0,139.96578565661738
L3_4C36L,9,109,346.329,36,36,360.824013710022,15,0,24,20.58663206397258,150.0,205.86632063972573
L3_4C36L,10,110,414.635,36,36,334.9305715560913,19,0,33,20.231406192985578,180.0,202.3140619298558
L3_4C36L,11,101,390.006,36,36,356.22183322906494,12,0,41,19.260547745357584,180.0,192.6054774535758
L3_4C36L,12,102,369.948,36,36,357.29368782043457,14,0,23,29.021047851977457,160.0,290.21047851977454
L3_4C36L,13,103,397.522,36,36,342.7698907852173,13,0,37,29.10034885051566,200.0,291.00348850515655
L3_4C36L,14,104,360.074,36,36,380.5215768814087,11,0,19,14.928073429920664,140.0,149.28073429920667
L3_4C36L,15,105,388.812,36,36,349.66307640075684,14,0,21,22.789741695314046,180.0,227.89741695314046
L3_4C36L,16,106,341.071,36,36,376.9544982910156,10,0,20,23.484986836340166,150.0,234.84986836340167
L3_4C36L,17,107,413.763,36,36,366.7380533218384,7,0,46,27.53984536808695,180.0,275.3984536808696
L3_4C36L,18,108,320.2,36,36,337.08518981933594,19,0,12,28.049364903867758,180.0,280.49364903867763
L3_4C36L,19,109,484.218,36,36,358.4163465499878,6,0,51,33.61218614792222,200.0,336.1218614792223
L3_4C36L,20,110,359.976,36,36,358.45625948905945,10,0,34,13.47913800608659,200.0,134.79138006086586
L3_4C36L,21,101,342.106,36,36,356.10853719711304,16,0,43,19.638210293664454,150.0,196.38210293664454
L3_4C36L,22,102,412.466,36,36,381.69777512550354,13,0,53,17.67406600916345,100.0,176.7406600916345
L3_4C36L,23,103,474.616,36,36,361.01249599456787,3,0,48,34.958341983129465,210.0,349.58341983129475
L3_4C36L,24,104,414.555,36,36,349.1215887069702,15,0,31,26.261375054278066,170.0,262.6137505427806
L3_4C36L,25,105,375.0,36,36,362.50479912757874,11,0,37,16.650681212407008,170.0,166.50681212407002
L3_4C36L,26,106,426.127,36,36,368.81475257873535,11,0,27,27.284156306741323,150.0,272.84156306741323
L3_4C36L,27,107,448.562,36,36,338.21221685409546,11,0,43,29.292602505752587,220.0,292.9260250575258
L3_4C36L,28,108,342.294,36,36,382.0716390609741,10,0,30,13.094540667609294,140.0,130.9454066760929
L3_4C36L,29,109,370.177,36,36,351.6550736427307,15,0,28,32.816429471394834,160.0,328.1642947139484
L3_4C36L,30,110,313.034,36,36,367.64233112335205,12,0,11,9.525565646032662,170.0,95.25565646032663
L3_4C36L,31,101,350.922,36,36,314.0993299484253,23,0,14,31.33556834832169,200.0,313.3556834832171
L3_4C36L,32,102,399.493,36,36,387.25347316265106,8,0,32,22.48843657255969,130.0,224.88436572559695
L3_4C36L,33,103,469.181,36,36,365.90710639953613,2,0,35,21.976320358871003,220.0,219.76320358871
L3_4C36L,34,104,377.357,36,36,350.95869159698486,17,0,20,26.80437345773116,160.0,268.0437345773116
L3_4C36L,35,105,384.929,36,36,345.5079176425934,19,0,39,18.306945896419137,150.0,183.06945896419137
L3_4C36L,36,106,500.746,36,36,343.9727120399475,11,0,47,43.424296625208285,190.0,434.24296625208285
L3_4C36L,37,107,425.511,36,36,336.48768615722656,18,0,50,25.041044508074673,180.0,250.41044508074668
L3_4C36L,38,108,352.829,36,36,340.2418565750122,17,0,19,35.86048534665411,180.0,358.60485346654093
L3_4C36L,39,109,470.613,36,36,359.53525972366333,11,0,50,18.215797503781097,170.0,182.157975037811
L3_4C36L,40,110,437.875,36,36,345.0520658493042,13,0,35,19.826454912942488,200.0,198.26454912942484
L3_4C36L,41,101,526.825,36,36,369.5360040664673,4,0,50,41.54667069068722,180.0,415.4667069068722
L3_4C36L,42,102,396.06,36,36,377.915075302124,5,0,24,23.61641705438511,180.0,236.1641705438511
L3_4C36L,43,103,396.578,36,36,333.10615825653076,14,0,21,29.646161041949153,220.0,296.4616104194915
L3_4C36L,44,104,371.284,36,36,395.4850959777832,2,0,35,21.716342952456856,150.0,217.16342952456858
L3_4C36L,45,105,407.448,36,36,362.07446575164795,8,0,20,14.751779793162248,200.0,147.5177979316225
L3_4C36L,46,106,354.731,36,36,374.3352003097534,11,0,34,22.21602347002761,140.0,222.16023470027613
